cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,
x,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,g,p,0
x,s,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,y,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p,0
x,s,p,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d,e,0
x,s,g,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p,0
x,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d,e,0
x,y,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d,e,0
f,f,n,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,n,y,d,e,0
x,s,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,f,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d,e,0
x,f,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d,p,0
f,f,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,g,p,0
x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,y,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,y,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d,e,0
x,f,g,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d,e,0
f,f,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,e,0
x,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p,0
x,s,g,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p,p,0
f,y,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,y,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d,e,0
x,f,g,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,y,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,n,v,d,e,0
f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p,p,0
f,f,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d,p,0
x,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,p,p,0
f,y,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d,e,0
x,f,p,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,d,e,0
f,f,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d,e,0
x,f,p,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e,0
x,s,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p,0
x,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d,p,0
x,f,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g,p,0
x,f,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p,0
x,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p,p,0
x,f,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d,e,0
x,f,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p,0
x,y,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,k,y,d,e,0
f,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d,e,0
f,f,g,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d,p,0
x,y,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d,p,0
x,f,w,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,f,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d,e,0
x,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p,0
f,f,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,v,d,e,0
x,f,g,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
x,s,p,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,f,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d,e,0
x,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d,e,0
f,y,g,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p,0
x,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e,0
f,f,g,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,n,y,d,e,0
x,f,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,p,p,0
f,y,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d,e,0
f,f,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d,e,0
f,f,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,e,0
x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p,0
x,f,w,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,f,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,n,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,g,p,0
f,y,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,p,p,0
f,f,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,g,p,0
f,y,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d,e,0
f,y,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,e,0
f,f,e,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d,p,0
x,f,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,v,d,e,0
x,f,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,f,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,y,d,e,0
f,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,y,d,e,0
x,f,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,p,0
x,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g,e,0
x,f,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,e,0
x,y,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,d,p,0
f,y,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d,p,0
f,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,e,0
f,y,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d,e,0
x,s,g,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d,e,0
x,f,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d,e,0
f,y,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d,e,0
x,s,p,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,d,p,0
f,f,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d,e,0
x,f,p,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,f,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,e,0
f,y,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,y,d,e,0
x,f,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,d,e,0
x,s,w,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p,0
f,y,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d,e,0
x,s,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,y,d,e,0
f,y,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,p,0
x,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d,p,0
x,y,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,p,0
x,s,p,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p,0
x,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p,0
f,y,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,p,0
f,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,v,d,e,0
x,s,p,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,f,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,y,d,e,0
f,f,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d,e,0
f,f,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d,e,0
x,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e,0
x,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d,e,0
x,f,p,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,f,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d,e,0
x,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p,0
x,s,g,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,y,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d,e,0
f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p,0
x,f,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,y,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d,e,0
f,y,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d,e,0
x,y,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d,e,0
x,f,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,g,e,0
f,f,g,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d,e,0
x,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p,0
f,y,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d,e,0
f,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d,p,0
f,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d,e,0
x,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p,p,0
f,f,e,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,n,v,d,e,0
f,f,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d,e,0
f,f,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g,e,0
f,y,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d,e,0
x,f,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d,e,0
x,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d,p,0
f,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,e,0
x,y,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,v,d,e,0
x,f,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p,0
x,y,n,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d,e,0
f,y,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d,e,0
f,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,g,p,0
f,y,g,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p,0
f,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,g,p,0
f,f,e,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,y,d,e,0
x,y,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,k,y,d,e,0
x,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d,e,0
x,y,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d,p,0
x,s,g,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p,0
x,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,g,p,0
x,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p,0
f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p,0
f,f,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p,0
f,y,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,y,d,e,0
x,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d,e,0
x,f,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,f,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d,e,0
x,y,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g,e,0
x,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p,p,0
f,f,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,e,0
x,f,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d,p,0
f,f,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d,e,0
x,f,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,y,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p,0
x,f,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d,e,0
x,s,g,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p,0
x,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p,0
f,y,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p,0
f,y,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d,e,0
f,f,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d,e,0
f,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d,p,0
f,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,n,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,y,d,e,0
f,y,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d,e,0
f,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e,0
x,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g,p,0
f,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d,p,0
f,y,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,e,0
x,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p,0
x,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p,p,0
f,y,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d,e,0
x,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p,0
x,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p,p,0
f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p,0
f,y,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d,e,0
x,f,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,v,d,e,0
f,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d,p,0
f,y,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d,p,0
x,y,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p,0
x,y,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d,e,0
x,s,w,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,y,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,v,d,e,0
f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,p,0
f,y,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d,p,0
f,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,y,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d,e,0
x,s,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p,0
f,f,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d,p,0
f,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d,e,0
f,f,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d,p,0
f,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p,p,0
f,y,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d,e,0
f,y,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d,p,0
x,s,p,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,e,0
f,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,e,0
x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p,0
x,f,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p,0
f,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p,0
x,f,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p,0
f,y,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d,e,0
f,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e,0
f,y,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d,e,0
x,f,w,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p,0
f,f,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d,e,0
x,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g,e,0
f,y,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d,e,0
f,y,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,e,0
x,s,p,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,k,v,d,p,0
f,y,g,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d,e,0
x,s,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p,0
